Port Name,State,Port Code,Border,Date,Measure,Value,Location
Sherwood,North Dakota,3414,US-Canada Border,12/01/2013 12:00:00 AM,Rail Containers Full,0,POINT (-101.63 49)
International Falls-Ranier,Minnesota,3604,US-Canada Border,12/01/2013 12:00:00 AM,Trains,275,POINT (-93.4 48.61)
Alcan,Alaska,3104,US-Canada Border,12/01/2013 12:00:00 AM,Train Passengers,0,POINT (-141 62.61)
El Paso,Texas,2402,US-Mexico Border,12/01/2013 12:00:00 AM,Personal Vehicle Passengers,1702710,POINT (-106.45 31.76)
Eastport,Idaho,3302,US-Canada Border,12/01/2013 12:00:00 AM,Rail Containers Empty,443,POINT (-116.17999999999999 49)
Van Buren,Maine,108,US-Canada Border,12/01/2013 12:00:00 AM,Trucks,1254,POINT (-67.93 47.16)
Lancaster,Minnesota,3430,US-Canada Border,12/01/2013 12:00:00 AM,Bus Passengers,55,POINT (-96.8 49)
Buffalo-Niagara Falls,New York,901,US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicles,433017,POINT (-78.91 42.91)
Massena,New York,704,US-Canada Border,12/01/2013 12:00:00 AM,Pedestrians,10,POINT (-74.74 44.99)
El Paso,Texas,2402,US-Mexico Border,12/01/2013 12:00:00 AM,Truck Containers Empty,0,POINT (-106.45 31.76)
Neche,North Dakota,3404,US-Canada Border,12/01/2013 12:00:00 AM,Truck Containers Full,655,POINT (-97.56 49)
Houlton,Maine,106,US-Canada Border,12/01/2013 12:00:00 AM,Buses,11,POINT (-67.78 46.13)
Andrade,California,2502,US-Mexico Border,12/01/2013 12:00:00 AM,Bus Passengers,0,POINT (-114.73000000000002 32.72)
Buffalo-Niagara Falls,New York,901,US-Canada Border,12/01/2013 12:00:00 AM,Trucks,69974,POINT (-78.91 42.91)
Porthill,Idaho,3308,US-Canada Border,12/01/2013 12:00:00 AM,Rail Containers Full,0,POINT (-116.5 49)
Tecate,California,2505,US-Mexico Border,12/01/2013 12:00:00 AM,Train Passengers,0,POINT (-116.63 32.58)
Brownsville,Texas,2301,US-Mexico Border,12/01/2013 12:00:00 AM,Rail Containers Empty,3991,POINT (-97.5 25.89)
Baudette,Minnesota,3424,US-Canada Border,12/01/2013 12:00:00 AM,Trains,83,POINT (-94.59 48.72)
Warroad,Minnesota,3423,US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicles,9387,POINT (-95.38 49)
Anacortes,Washington,3010,US-Canada Border,12/01/2013 12:00:00 AM,Trucks,0,POINT (-122.61000000000001 48.51)
Derby Line,Vermont,209,US-Canada Border,12/01/2013 12:00:00 AM,Truck Containers Empty,1002,POINT (-72.09 45.01)
Sarles,North Dakota,3409,US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicle Passengers,460,POINT (-98.94 49)
Trout River,New York,715,US-Canada Border,12/01/2013 12:00:00 AM,Pedestrians,0,POINT (-74.31 44.99)
Sault Sainte Marie,Michigan,3803,US-Canada Border,12/01/2013 12:00:00 AM,Rail Containers Empty,1336,POINT (-84.36000000000001 46.51)
Jackman,Maine,104,US-Canada Border,12/01/2013 12:00:00 AM,Bus Passengers,124,POINT (-70.4 45.81)
Ketchikan,Alaska,3102,US-Canada Border,12/01/2013 12:00:00 AM,Buses,0,POINT (-131.65 55.34)
Noonan,North Dakota,3420,US-Canada Border,12/01/2013 12:00:00 AM,Trains,0,POINT (-103 49)
Eastport,Idaho,3302,US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicle Passengers,10284,POINT (-116.17999999999999 49)
Fort Fairfield,Maine,107,US-Canada Border,12/01/2013 12:00:00 AM,Rail Containers Empty,0,POINT (-67.79 46.77)
International Falls-Ranier,Minnesota,3604,US-Canada Border,12/01/2013 12:00:00 AM,Truck Containers Full,1068,POINT (-93.4 48.61)
Wildhorse,Montana,3323,US-Canada Border,12/01/2013 12:00:00 AM,Rail Containers Full,0,POINT (-110.22 49)
Roma,Texas,2310,US-Mexico Border,12/01/2013 12:00:00 AM,Trucks,626,POINT (-99.02 26.4)
Sweetgrass,Montana,3310,US-Canada Border,12/01/2013 12:00:00 AM,Train Passengers,222,POINT (-111.96 49)
Alexandria Bay,New York,708,US-Canada Border,12/01/2013 12:00:00 AM,Bus Passengers,1434,POINT (-75.98 44.35)
San Luis,Arizona,2608,US-Mexico Border,12/01/2013 12:00:00 AM,Truck Containers Full,1514,POINT (-114.78000000000002 32.49)
Norton,Vermont,211,US-Canada Border,12/01/2013 12:00:00 AM,Truck Containers Empty,120,POINT (-71.79 45.01)
Nogales,Arizona,2604,US-Mexico Border,12/01/2013 12:00:00 AM,Trains,58,POINT (-110.94 31.33)
Eagle Pass,Texas,2303,US-Mexico Border,12/01/2013 12:00:00 AM,Rail Containers Empty,10420,POINT (-100.51 28.71)
Santa Teresa,New Mexico,2408,US-Mexico Border,12/01/2013 12:00:00 AM,Buses,13,POINT (-106.68 31.78)
Blaine,Washington,3004,US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicles,400808,POINT (-122.74 49)
Detroit,Michigan,3801,US-Canada Border,12/01/2013 12:00:00 AM,Pedestrians,0,POINT (-83.04 42.32)
Del Rio,Texas,2302,US-Mexico Border,12/01/2013 12:00:00 AM,Personal Vehicle Passengers,255775,POINT (-100.93 29.330000000000002)
Columbus,New Mexico,2406,US-Mexico Border,12/01/2013 12:00:00 AM,Trucks,1774,POINT (-107.63 31.78)
Boundary,Washington,3015,US-Canada Border,12/01/2013 12:00:00 AM,Rail Containers Full,542,POINT (-117.62999999999998 49)
Scobey,Montana,3309,US-Canada Border,12/01/2013 12:00:00 AM,Buses,0,POINT (-105.41 49)
Lynden,Washington,3023,US-Canada Border,12/01/2013 12:00:00 AM,Truck Containers Empty,2219,POINT (-122.49 49)
Sherwood,North Dakota,3414,US-Canada Border,12/01/2013 12:00:00 AM,Train Passengers,0,POINT (-101.63 49)
Progreso,Texas,2309,US-Mexico Border,12/01/2013 12:00:00 AM,Personal Vehicles,113024,POINT (-97.95 26.06)
Lukeville,Arizona,2602,US-Mexico Border,12/01/2013 12:00:00 AM,Bus Passengers,243,POINT (-112.82 31.880000000000003)
Walhalla,North Dakota,3407,US-Canada Border,12/01/2013 12:00:00 AM,Rail Containers Empty,0,POINT (-97.91000000000001 49)
Scobey,Montana,3309,US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicle Passengers,948,POINT (-105.41 49)
Scobey,Montana,3309,US-Canada Border,12/01/2013 12:00:00 AM,Truck Containers Full,39,POINT (-105.41 49)
Derby Line,Vermont,209,US-Canada Border,12/01/2013 12:00:00 AM,Trucks,7314,POINT (-72.09 45.01)
Sumas,Washington,3009,US-Canada Border,12/01/2013 12:00:00 AM,Pedestrians,4083,POINT (-122.26 49)
Blaine,Washington,3004,US-Canada Border,12/01/2013 12:00:00 AM,Rail Containers Full,5351,POINT (-122.74 49)
Tecate,California,2505,US-Mexico Border,12/01/2013 12:00:00 AM,Trains,0,POINT (-116.63 32.58)
Dalton Cache,Alaska,3106,US-Canada Border,12/01/2013 12:00:00 AM,Truck Containers Empty,75,POINT (-136.36 59.45)
Opheim,Montana,3317,US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicle Passengers,498,POINT (-106.38 49)
Neche,North Dakota,3404,US-Canada Border,12/01/2013 12:00:00 AM,Buses,0,POINT (-97.56 49)
Calais,Maine,115,US-Canada Border,12/01/2013 12:00:00 AM,Train Passengers,34,POINT (-67.3 45.16)
Opheim,Montana,3317,US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicles,362,POINT (-106.38 49)
Whitetail,Montana,3312,US-Canada Border,12/01/2013 12:00:00 AM,Trains,0,POINT (-105.16 49)
Douglas,Arizona,2601,US-Mexico Border,12/01/2013 12:00:00 AM,Rail Containers Empty,0,POINT (-109.56 31.33)
Lukeville,Arizona,2602,US-Mexico Border,12/01/2013 12:00:00 AM,Truck Containers Full,0,POINT (-112.82 31.880000000000003)
Madawaska,Maine,109,US-Canada Border,12/01/2013 12:00:00 AM,Truck Containers Empty,1593,POINT (-68.33 47.36)
St. John,North Dakota,3405,US-Canada Border,12/01/2013 12:00:00 AM,Pedestrians,0,POINT (-99.66 49)
Sumas,Washington,3009,US-Canada Border,12/01/2013 12:00:00 AM,Bus Passengers,1397,POINT (-122.26 49)
Brownsville,Texas,2301,US-Mexico Border,12/01/2013 12:00:00 AM,Trucks,15040,POINT (-97.5 25.89)
Hannah,North Dakota,3408,US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicle Passengers,192,POINT (-98.69 49)
Anacortes,Washington,3010,US-Canada Border,12/01/2013 12:00:00 AM,Rail Containers Full,0,POINT (-122.61000000000001 48.51)
Noonan,North Dakota,3420,US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicles,3340,POINT (-103 49)
Willow Creek,Montana,3325,US-Canada Border,12/01/2013 12:00:00 AM,Bus Passengers,29,POINT (-109.73 49)
Brownsville,Texas,2301,US-Mexico Border,12/01/2013 12:00:00 AM,Train Passengers,0,POINT (-97.5 25.89)
Calexico,California,2503,US-Mexico Border,12/01/2013 12:00:00 AM,Truck Containers Full,0,POINT (-115.49999999999999 32.66)
Turner,Montana,3306,US-Canada Border,12/01/2013 12:00:00 AM,Rail Containers Empty,0,POINT (-108.39 49)
Hidalgo,Texas,2305,US-Mexico Border,12/01/2013 12:00:00 AM,Buses,2068,POINT (-98.27 26.1)
Anacortes,Washington,3010,US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicle Passengers,5249,POINT (-122.61000000000001 48.51)
Portal,North Dakota,3403,US-Canada Border,12/01/2013 12:00:00 AM,Pedestrians,216,POINT (-102.55 49)
Lancaster,Minnesota,3430,US-Canada Border,12/01/2013 12:00:00 AM,Trucks,407,POINT (-96.8 49)
International Falls-Ranier,Minnesota,3604,US-Canada Border,12/01/2013 12:00:00 AM,Rail Containers Full,32114,POINT (-93.4 48.61)
International Falls-Ranier,Minnesota,3604,US-Canada Border,12/01/2013 12:00:00 AM,Truck Containers Empty,149,POINT (-93.4 48.61)
Wildhorse,Montana,3323,US-Canada Border,12/01/2013 12:00:00 AM,Truck Containers Full,0,POINT (-110.22 49)
Point Roberts,Washington,3017,US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicles,98799,POINT (-123.07000000000001 49)
Hidalgo,Texas,2305,US-Mexico Border,12/01/2013 12:00:00 AM,Train Passengers,0,POINT (-98.27 26.1)
Fort Kent,Maine,110,US-Canada Border,12/01/2013 12:00:00 AM,Trains,0,POINT (-68.6 47.25)
Laredo,Texas,2304,US-Mexico Border,12/01/2013 12:00:00 AM,Rail Containers Full,19083,POINT (-99.51 27.5)
El Paso,Texas,2402,US-Mexico Border,12/01/2013 12:00:00 AM,Rail Containers Empty,4000,POINT (-106.45 31.76)
Richford,Vermont,203,US-Canada Border,12/01/2013 12:00:00 AM,Truck Containers Empty,0,POINT (-72.66 45.02)
Presidio,Texas,2403,US-Mexico Border,12/01/2013 12:00:00 AM,Bus Passengers,1042,POINT (-104.39000000000001 29.56)
Fort Fairfield,Maine,107,US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicle Passengers,21835,POINT (-67.79 46.77)
Sumas,Washington,3009,US-Canada Border,12/01/2013 12:00:00 AM,Buses,22,POINT (-122.26 49)
Cape Vincent,New York,706,US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicles,0,POINT (-76.35 44.13)
Carbury,North Dakota,3421,US-Canada Border,12/01/2013 12:00:00 AM,Pedestrians,0,POINT (-100.56 49)
Naco,Arizona,2603,US-Mexico Border,12/01/2013 12:00:00 AM,Truck Containers Full,256,POINT (-109.95 31.33)
Skagway,Alaska,3103,US-Canada Border,12/01/2013 12:00:00 AM,Train Passengers,0,POINT (-135.16 59.63)
Lukeville,Arizona,2602,US-Mexico Border,12/01/2013 12:00:00 AM,Trains,0,POINT (-112.82 31.880000000000003)
Noonan,North Dakota,3420,US-Canada Border,12/01/2013 12:00:00 AM,Trucks,205,POINT (-103 49)
Neche,North Dakota,3404,US-Canada Border,12/01/2013 12:00:00 AM,Trains,0,POINT (-97.56 49)
St. John,North Dakota,3405,US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicle Passengers,2197,POINT (-99.66 49)
Santa Teresa,New Mexico,2408,US-Mexico Border,12/01/2013 12:00:00 AM,Rail Containers Empty,0,POINT (-106.68 31.78)
El Paso,Texas,2402,US-Mexico Border,12/01/2013 12:00:00 AM,Train Passengers,0,POINT (-106.45 31.76)
San Ysidro,California,2504,US-Mexico Border,12/01/2013 12:00:00 AM,Bus Passengers,38000,POINT (-117.03 32.54)
Roosville,Montana,3318,US-Canada Border,12/01/2013 12:00:00 AM,Buses,4,POINT (-115.05999999999999 49)
Ferry,Washington,3013,US-Canada Border,12/01/2013 12:00:00 AM,Truck Containers Empty,2,POINT (-118.76000000000002 49)
Houlton,Maine,106,US-Canada Border,12/01/2013 12:00:00 AM,Rail Containers Full,0,POINT (-67.78 46.13)
Westhope,North Dakota,3419,US-Canada Border,12/01/2013 12:00:00 AM,Pedestrians,0,POINT (-101.02 49)
Turner,Montana,3306,US-Canada Border,12/01/2013 12:00:00 AM,Truck Containers Full,65,POINT (-108.39 49)
Fort Fairfield,Maine,107,US-Canada Border,12/01/2013 12:00:00 AM,Trucks,932,POINT (-67.79 46.77)
Whitetail,Montana,3312,US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicles,0,POINT (-105.16 49)
Highgate Springs-Alburg,Vermont,212,US-Canada Border,11/01/2013 12:00:00 AM,Rail Containers Empty,161,POINT (-73.09 45.02)
Carbury,North Dakota,3421,US-Canada Border,11/01/2013 12:00:00 AM,Bus Passengers,0,POINT (-100.56 49)
Hannah,North Dakota,3408,US-Canada Border,11/01/2013 12:00:00 AM,Personal Vehicles,116,POINT (-98.69 49)
Skagway,Alaska,3103,US-Canada Border,11/01/2013 12:00:00 AM,Truck Containers Full,72,POINT (-135.16 59.63)
Ferry,Washington,3013,US-Canada Border,11/01/2013 12:00:00 AM,Rail Containers Full,0,POINT (-118.76000000000002 49)
Tecate,California,2505,US-Mexico Border,11/01/2013 12:00:00 AM,Buses,19,POINT (-116.63 32.58)
Opheim,Montana,3317,US-Canada Border,11/01/2013 12:00:00 AM,Truck Containers Empty,0,POINT (-106.38 49)
Richford,Vermont,203,US-Canada Border,11/01/2013 12:00:00 AM,Trains,9,POINT (-72.66 45.02)
Calexico,California,2503,US-Mexico Border,11/01/2013 12:00:00 AM,Train Passengers,0,POINT (-115.49999999999999 32.66)
Trout River,New York,715,US-Canada Border,11/01/2013 12:00:00 AM,Pedestrians,0,POINT (-74.31 44.99)
Port Huron,Michigan,3802,US-Canada Border,11/01/2013 12:00:00 AM,Personal Vehicle Passengers,316306,POINT (-82.42 43)
Buffalo-Niagara Falls,New York,901,US-Canada Border,11/01/2013 12:00:00 AM,Bus Passengers,50968,POINT (-78.91 42.91)
Calexico,California,2503,US-Mexico Border,11/01/2013 12:00:00 AM,Truck Containers Full,0,POINT (-115.49999999999999 32.66)
Pinecreek,Minnesota,3425,US-Canada Border,11/01/2013 12:00:00 AM,Rail Containers Empty,0,POINT (-95.98 49)
Madawaska,Maine,109,US-Canada Border,11/01/2013 12:00:00 AM,Trucks,2118,POINT (-68.33 47.36)
Richford,Vermont,203,US-Canada Border,11/01/2013 12:00:00 AM,Pedestrians,19,POINT (-72.66 45.02)
Derby Line,Vermont,209,US-Canada Border,11/01/2013 12:00:00 AM,Trains,0,POINT (-72.09 45.01)
Oroville,Washington,3019,US-Canada Border,11/01/2013 12:00:00 AM,Rail Containers Full,0,POINT (-119.46 49)
Ketchikan,Alaska,3102,US-Canada Border,11/01/2013 12:00:00 AM,Train Passengers,0,POINT (-131.65 55.34)
Point Roberts,Washington,3017,US-Canada Border,11/01/2013 12:00:00 AM,Personal Vehicles,91709,POINT (-123.07000000000001 49)
Limestone,Maine,118,US-Canada Border,11/01/2013 12:00:00 AM,Buses,0,POINT (-67.79 46.92)
San Luis,Arizona,2608,US-Mexico Border,11/01/2013 12:00:00 AM,Rail Containers Empty,0,POINT (-114.78000000000002 32.49)
Calexico East,California,2507,US-Mexico Border,11/01/2013 12:00:00 AM,Bus Passengers,9520,POINT (-115.39 32.67)
Northgate,North Dakota,3406,US-Canada Border,11/01/2013 12:00:00 AM,Personal Vehicle Passengers,4114,POINT (-102.27 49)
Andrade,California,2502,US-Mexico Border,11/01/2013 12:00:00 AM,Pedestrians,81284,POINT (-114.73000000000002 32.72)
Raymond,Montana,3301,US-Canada Border,11/01/2013 12:00:00 AM,Truck Containers Empty,275,POINT (-104.57 49)
Jackman,Maine,104,US-Canada Border,11/01/2013 12:00:00 AM,Trucks,6225,POINT (-70.4 45.81)
Fortuna,North Dakota,3417,US-Canada Border,11/01/2013 12:00:00 AM,Train Passengers,0,POINT (-103.81 49)
Danville,Washington,3012,US-Canada Border,11/01/2013 12:00:00 AM,Truck Containers Full,151,POINT (-118.50000000000001 49)
International Falls-Ranier,Minnesota,3604,US-Canada Border,11/01/2013 12:00:00 AM,Bus Passengers,458,POINT (-93.4 48.61)
Carbury,North Dakota,3421,US-Canada Border,11/01/2013 12:00:00 AM,Personal Vehicle Passengers,2630,POINT (-100.56 49)
Skagway,Alaska,3103,US-Canada Border,11/01/2013 12:00:00 AM,Trucks,122,POINT (-135.16 59.63)
Douglas,Arizona,2601,US-Mexico Border,11/01/2013 12:00:00 AM,Personal Vehicles,122438,POINT (-109.56 31.33)
Frontier,Washington,3020,US-Canada Border,11/01/2013 12:00:00 AM,Trains,0,POINT (-117.83 49)
Hansboro,North Dakota,3415,US-Canada Border,11/01/2013 12:00:00 AM,Pedestrians,0,POINT (-99.35 49)
Danville,Washington,3012,US-Canada Border,11/01/2013 12:00:00 AM,Truck Containers Empty,40,POINT (-118.50000000000001 49)
Eastport,Maine,103,US-Canada Border,11/01/2013 12:00:00 AM,Rail Containers Empty,0,POINT (-66.98 44.86)
Pembina,North Dakota,3401,US-Canada Border,11/01/2013 12:00:00 AM,Buses,124,POINT (-97.24 49)
Whitetail,Montana,3312,US-Canada Border,11/01/2013 12:00:00 AM,Personal Vehicle Passengers,0,POINT (-105.16 49)
Calexico East,California,2507,US-Mexico Border,11/01/2013 12:00:00 AM,Rail Containers Full,27,POINT (-115.39 32.67)
Santa Teresa,New Mexico,2408,US-Mexico Border,11/01/2013 12:00:00 AM,Truck Containers Full,4541,POINT (-106.68 31.78)
Lancaster,Minnesota,3430,US-Canada Border,11/01/2013 12:00:00 AM,Train Passengers,0,POINT (-96.8 49)
Fort Fairfield,Maine,107,US-Canada Border,11/01/2013 12:00:00 AM,Bus Passengers,0,POINT (-67.79 46.77)
Sarles,North Dakota,3409,US-Canada Border,11/01/2013 12:00:00 AM,Truck Containers Empty,12,POINT (-98.94 49)
Maida,North Dakota,3416,US-Canada Border,11/01/2013 12:00:00 AM,Personal Vehicles,678,POINT (-98.37 49)
Anacortes,Washington,3010,US-Canada Border,11/01/2013 12:00:00 AM,Rail Containers Full,0,POINT (-122.61000000000001 48.51)
Sault Sainte Marie,Michigan,3803,US-Canada Border,11/01/2013 12:00:00 AM,Trucks,2862,POINT (-84.36000000000001 46.51)
Ketchikan,Alaska,3102,US-Canada Border,11/01/2013 12:00:00 AM,Pedestrians,0,POINT (-131.65 55.34)
Rio Grande City,Texas,2307,US-Mexico Border,11/01/2013 12:00:00 AM,Buses,0,POINT (-98.8 26.37)
Buffalo-Niagara Falls,New York,901,US-Canada Border,11/01/2013 12:00:00 AM,Personal Vehicle Passengers,936366,POINT (-78.91 42.91)
International Falls-Ranier,Minnesota,3604,US-Canada Border,11/01/2013 12:00:00 AM,Truck Containers Empty,223,POINT (-93.4 48.61)
Whitlash,Montana,3321,US-Canada Border,11/01/2013 12:00:00 AM,Personal Vehicles,42,POINT (-111.26000000000002 49)
Otay Mesa,California,2506,US-Mexico Border,11/01/2013 12:00:00 AM,Rail Containers Empty,295,POINT (-116.94 32.55)
Laurier,Washington,3016,US-Canada Border,11/01/2013 12:00:00 AM,Bus Passengers,170,POINT (-118.22 49)
Trout River,New York,715,US-Canada Border,11/01/2013 12:00:00 AM,Rail Containers Full,495,POINT (-74.31 44.99)
Otay Mesa,California,2506,US-Mexico Border,11/01/2013 12:00:00 AM,Buses,3510,POINT (-116.94 32.55)
Port Huron,Michigan,3802,US-Canada Border,11/01/2013 12:00:00 AM,Personal Vehicles,166766,POINT (-82.42 43)
Eastport,Idaho,3302,US-Canada Border,11/01/2013 12:00:00 AM,Truck Containers Full,2897,POINT (-116.17999999999999 49)
Madawaska,Maine,109,US-Canada Border,11/01/2013 12:00:00 AM,Trains,0,POINT (-68.33 47.36)
Ferry,Washington,3013,US-Canada Border,11/01/2013 12:00:00 AM,Trucks,153,POINT (-118.76000000000002 49)
Tornillo-Fabens,Texas,2404,US-Mexico Border,11/01/2013 12:00:00 AM,Train Passengers,0,POINT (-106.14 31.429999999999996)
Dalton Cache,Alaska,3106,US-Canada Border,11/01/2013 12:00:00 AM,Bus Passengers,0,POINT (-136.36 59.45)
Ferry,Washington,3013,US-Canada Border,11/01/2013 12:00:00 AM,Rail Containers Empty,0,POINT (-118.76000000000002 49)
Bridgewater,Maine,127,US-Canada Border,11/01/2013 12:00:00 AM,Personal Vehicles,6690,POINT (-67.78 46.45)
Champlain-Rouses Point,New York,712,US-Canada Border,11/01/2013 12:00:00 AM,Rail Containers Full,6804,POINT (-73.45 45.01)
Calexico,California,2503,US-Mexico Border,11/01/2013 12:00:00 AM,Bus Passengers,0,POINT (-115.49999999999999 32.66)
Richford,Vermont,203,US-Canada Border,11/01/2013 12:00:00 AM,Buses,0,POINT (-72.66 45.02)
Naco,Arizona,2603,US-Mexico Border,11/01/2013 12:00:00 AM,Truck Containers Empty,223,POINT (-109.95 31.33)
Vanceboro,Maine,105,US-Canada Border,11/01/2013 12:00:00 AM,Rail Containers Empty,995,POINT (-67.43 45.57)
Presidio,Texas,2403,US-Mexico Border,11/01/2013 12:00:00 AM,Pedestrians,5886,POINT (-104.39000000000001 29.56)
Carbury,North Dakota,3421,US-Canada Border,11/01/2013 12:00:00 AM,Truck Containers Full,28,POINT (-100.56 49)
Porthill,Idaho,3308,US-Canada Border,11/01/2013 12:00:00 AM,Trains,0,POINT (-116.5 49)
Nogales,Arizona,2604,US-Mexico Border,11/01/2013 12:00:00 AM,Trucks,24978,POINT (-110.94 31.33)
Metaline Falls,Washington,3025,US-Canada Border,11/01/2013 12:00:00 AM,Personal Vehicle Passengers,4209,POINT (-117.30000000000001 49)
Friday Harbor,Washington,3014,US-Canada Border,11/01/2013 12:00:00 AM,Personal Vehicles,127,POINT (-123.01 48.54)
Andrade,California,2502,US-Mexico Border,11/01/2013 12:00:00 AM,Truck Containers Empty,0,POINT (-114.73000000000002 32.72)
Del Bonita,Montana,3322,US-Canada Border,11/01/2013 12:00:00 AM,Train Passengers,0,POINT (-112.79 49)
Neche,North Dakota,3404,US-Canada Border,11/01/2013 12:00:00 AM,Bus Passengers,0,POINT (-97.56 49)
Naco,Arizona,2603,US-Mexico Border,11/01/2013 12:00:00 AM,Rail Containers Full,0,POINT (-109.95 31.33)
Grand Portage,Minnesota,3613,US-Canada Border,11/01/2013 12:00:00 AM,Buses,127,POINT (-89.59 48.00000000000001)
Highgate Springs-Alburg,Vermont,212,US-Canada Border,11/01/2013 12:00:00 AM,Trucks,7322,POINT (-73.09 45.02)
St. John,North Dakota,3405,US-Canada Border,11/01/2013 12:00:00 AM,Trains,0,POINT (-99.66 49)
Ogdensburg,New York,701,US-Canada Border,11/01/2013 12:00:00 AM,Truck Containers Full,2900,POINT (-75.46 44.73)
Port Huron,Michigan,3802,US-Canada Border,11/01/2013 12:00:00 AM,Pedestrians,0,POINT (-82.42 43)
Houlton,Maine,106,US-Canada Border,11/01/2013 12:00:00 AM,Rail Containers Empty,0,POINT (-67.78 46.13)
Sumas,Washington,3009,US-Canada Border,11/01/2013 12:00:00 AM,Personal Vehicle Passengers,166283,POINT (-122.26 49)
Rio Grande City,Texas,2307,US-Mexico Border,11/01/2013 12:00:00 AM,Truck Containers Empty,108,POINT (-98.8 26.37)
Columbus,New Mexico,2406,US-Mexico Border,11/01/2013 12:00:00 AM,Rail Containers Full,0,POINT (-107.63 31.78)
